"filename","start","end","th","maxdfreq","meandfreq","smean","ssd","ssem","smedian","smode","sQ25","sQ75","sIQR","scent","sskewness","skurtosis","ssfm","ssh"
"lucky_C_6.wav",1.2,1.4,0.983927312869441,0.2583984375,0.121599264705882,4478.19827920274,6108.90189194722,91.9906856241192,530.120208664096,60.0136085280109,150.034021320027,7751.75776820141,7601.72374688138,4478.19827920274,16.3960304623325,326.643357055022,0.374077766318672,0.803252304216641
"lucky_C_6.wav",1.32,1.52,0.983117176087366,0.2583984375,0.116532628676471,4273.26832463202,6057.61183525666,91.2183360981129,670.151961896122,205.046495804037,195.044227716035,6761.53322748923,6566.48899977319,4273.26832463202,14.3336975820965,256.49205181057,0.347922096500176,0.810692983540044
"lucky_C_6.wav",1.44,1.64,0.98542195475925,0.34453125,0.151999080882353,3057.49784035884,5736.24185841151,86.3789975341784,265.060104332048,185.041959628034,160.036289408029,1935.43887502835,1775.40258562032,3057.49784035884,14.8727061489051,279.87260450581,0.243146798788709,0.728917078294539
"lucky_C_6.wav",1.56,1.76,0.972561353063202,2.3255859375,0.283731617647059,9829.79582218244,6603.38670311904,99.4368678701251,10407.3599455659,185.041959628034,2910.66001360853,15943.6153322749,13032.9553186664,9829.79582218244,6.42872326210276,76.815411329804,0.586455873296303,0.954862998079646
"lucky_C_6.wav",1.68,1.88,0.963146472581203,19.8966796875,1.43385799632353,8201.17253622766,6772.0763727574,101.977075364404,7721.7509639374,210.047629848038,1395.31639827625,14478.2830573826,13082.9666591064,8201.17253622766,11.5806626479748,171.559682859434,0.54026049929369,0.921321335066367
"lucky_C_6.wav",1.8,2,0.982089933411727,0.2583984375,0.111465992647059,7071.26203658924,6495.66986084755,97.8148175656536,4896.11022907689,70.0158766160127,1050.23814924019,13142.9802676344,12092.7421183942,7071.26203658924,12.2575815263145,202.560261865221,0.554313892602205,0.914031223017783
"lucky_C_6.wav",1.92,2.12,0.986197071897734,0.2583984375,0.101332720588235,4589.47589621864,6573.57003443632,98.987874606906,505.114538444092,60.0136085280109,200.045361760036,7726.7520979814,7526.70673622137,4589.47589621864,17.6597653312643,441.102884691197,0.378496030861098,0.799668796318977
"lucky_C_6.wav",2.04,2.24,0.984205989828188,0.34453125,0.141865808823529,4036.98278996528,6365.4495784902,95.8538999951799,405.091857564074,60.0136085280109,195.044227716035,4350.98661828079,4155.94239056475,4036.98278996528,14.6814951978122,286.259744841281,0.373732477150947,0.779197676499067
"lucky_C_6.wav",2.16,2.36,0.985681775468687,0.2583984375,0.0911994485294118,3903.67749031159,6289.42564702156,94.7090962803158,405.091857564074,60.0136085280109,190.043093672034,3855.8743479247,3665.83125425267,3903.67749031159,16.3279410084235,371.29779239457,0.304615043264879,0.773742665340171
"lucky_C_6.wav",2.28,2.48,0.983939928171421,0.2583984375,0.0861328125,3654.3344624451,6143.52848335485,92.512108940577,325.073712860059,60.0136085280109,175.039691540032,3285.7450669086,3110.70537536856,3654.3344624451,14.676888752828,306.458860839307,0.267573427444629,0.759808251366408
"lucky_C_6.wav",2.4,2.6,0.981329349162848,0.2583984375,0.141865808823529,3963.29953878266,6042.9154563108,90.9970311894183,560.127012928102,235.053300068043,205.046495804037,4305.97641188478,4100.92991608074,3963.29953878266,11.3662710108097,162.784504774713,0.380063888376557,0.807278842894198
"lucky_C_6.wav",2.52,2.72,0.981963115394389,0.2583984375,0.121599264705882,3797.96478808507,6006.59128919498,90.4500449884918,515.116806532094,185.041959628034,190.043093672034,3815.86527557269,3625.82218190066,3797.96478808507,12.7379354529037,204.666050921388,0.320828742286047,0.795333154216413
"lucky_C_6.wav",2.64,2.84,0.983375584732775,0.2583984375,0.0911994485294118,3676.55050133799,6123.3908471182,92.2088670491496,305.069176684055,60.0136085280109,140.031753232025,3630.82331594466,3490.79156271263,3676.55050133799,20.5730329877962,587.166110359743,0.370851172123727,0.756945251881975
"lucky_C_6.wav",2.76,2.96,0.982181386237763,0.2583984375,0.162132352941177,3987.19939225049,6276.63879306516,94.5165458869341,400.090723520073,185.041959628034,190.043093672034,4200.95259696076,4010.90950328873,3987.19939225049,13.9398507067893,263.073522908326,0.324210482236823,0.783828175527727
"lucky_C_6.wav",2.88,3.08,0.984542916771365,0.2583984375,0.141865808823529,4194.89088747712,6426.2287568029,96.7691411274735,420.095259696076,205.046495804037,210.047629848038,5241.18847811295,5031.14084826491,4194.89088747712,11.7480259924026,159.055356463057,0.310257967217373,0.785913147082049
"lucky_C_6.wav",3,3.2,0.982634667230921,0.2583984375,0.136799172794118,4408.62098925763,6381.01458180922,96.0882850536379,755.171240644137,65.0147425720118,200.045361760036,5766.30755273305,5566.26219097301,4408.62098925763,13.7365953045476,242.36748274909,0.357092165321426,0.817267342561685
"lucky_C_6.wav",3.12,3.32,0.98702154737104,0.2583984375,0.136799172794118,3822.69776594383,6269.55851809101,94.4099278137027,370.083919256067,225.051031980041,195.044227716035,3710.84146064867,3515.79723293264,3822.69776594383,16.3843547612984,363.133944162464,0.318686240757486,0.765823831603587
"lucky_C_6.wav",3.24,3.44,0.9853653710739,0.2583984375,0.111465992647059,5299.01137353599,6392.07238480292,96.2547985935309,2145.48650487639,70.0158766160127,240.054434112044,8436.91313222953,8196.85869811749,5299.01137353599,13.2425159017374,224.775303711988,0.493395178588756,0.869112997167604
"lucky_C_6.wav",3.36,3.56,0.976097188881927,19.810546875,1.25652573529412,10589.4254246985,6669.07924522759,100.426096719409,11547.6185075981,60.0136085280109,4506.02177364482,16608.766160127,12102.7443864822,10589.4254246985,6.68421641073121,104.560260893856,0.597424650408261,0.951081616180734
"lucky_C_6.wav",3.48,3.68,0.982391778120329,0.2583984375,0.157065716911765,4683.79432916517,6023.15364756787,90.6994486831694,1955.44341120435,180.040825584033,225.051031980041,6771.53549557723,6546.48446359719,4683.79432916517,12.1827024293472,193.704746595827,0.427079744503018,0.853965415737568
"lucky_C_6.wav",3.6,3.8,0.982576251485238,19.121484375,1.22612591911765,9721.07016587255,6529.73993491821,98.3278605852437,11172.533454298,60.0136085280109,2730.6191880245,15218.4508958948,12487.8317078703,9721.07016587255,8.41338623210577,121.94254122598,0.619547567931193,0.949677684832006
