"filename","start","end","th","maxdfreq","meandfreq","smean","ssd","ssem","smedian","smode","sQ25","sQ75","sIQR","scent","sskewness","skurtosis","ssfm","ssh"
"notchi_A_2.wav",0,0.02,0.977867620365909,21.2748046875,21.2748046875,17730.4536446586,4236.52831814263,201.739443721078,18942.9545454545,18942.9545454545,16387.1590909091,20646.8181818182,4259.65909090909,17730.4536446586,2.03884381293001,6.91060181709628,0.339964553987363,0.87071533005233
"notchi_A_2.wav",0.01,0.03,0.978504266832941,20.2412109375,20.2412109375,17071.6155530472,4793.28079885588,228.251466612185,18542.0454545455,21097.8409090909,15785.7954545455,20496.4772727273,4710.68181818182,17071.6155530472,1.77296927868695,5.31548979138979,0.466358456428772,0.894071302905442
"notchi_A_2.wav",0.02,0.04,0.924296474751261,21.877734375,21.877734375,10834.687935132,7573.37470033608,360.636890492194,12528.4090909091,300.681818181818,2605.90909090909,17990.7954545455,15384.8863636364,10834.687935132,2.98873576846043,16.165384243559,0.659976134495717,0.940151626187227
"notchi_A_2.wav",0.03,0.05,0.966658082297846,0.2583984375,0.2583984375,9955.91499654154,7298.31303256058,347.538715836218,11626.3636363636,300.681818181818,1904.31818181818,16838.1818181818,14933.8636363636,9955.91499654154,5.39215180806929,48.8363535794943,0.66677007018007,0.934464295793593
"notchi_A_2.wav",0.04,0.06,0.978666088678299,0.2583984375,0.2583984375,10316.6353853214,7558.37594501947,359.922664048546,12027.2727272727,200.454545454545,1653.75,17840.4545454545,16186.7045454545,10316.6353853214,5.75470359690255,49.1524193286795,0.628887140932628,0.918379869311274
"notchi_A_2.wav",0.05,0.07,0.978735098411504,0.2583984375,0.2583984375,9608.52056481755,7467.30548423515,355.585975439769,11025,300.681818181818,1403.18181818182,16838.1818181818,15435,9608.52056481755,6.25416387095688,59.8543551758494,0.62240752603134,0.920241816373046
"notchi_A_2.wav",0.06,0.08,0.979701170320209,0.4306640625,0.4306640625,9330.44437730122,7277.12127425041,346.529584488115,9471.47727272727,451.022727272727,1353.06818181818,16236.8181818182,14883.75,9330.44437730122,4.18109037542946,27.4836349303497,0.637499927885249,0.927183791840369
"notchi_A_2.wav",0.07,0.09,0.980981140443419,0.172265625,0.172265625,9182.16614435395,7348.86480786456,349.945943231646,8970.34090909091,300.681818181818,1302.95454545455,16337.0454545455,15034.0909090909,9182.16614435395,6.03576118745136,54.0853777786878,0.637818315673635,0.92181445981455
"notchi_A_2.wav",0.08,0.1,0.979765323549091,0.2583984375,0.2583984375,10261.5717589669,7099.11268982949,338.052985229976,11576.25,300.681818181818,2706.13636363636,16888.2954545455,14182.1590909091,10261.5717589669,4.47474782322422,37.981371101945,0.702561092521679,0.944717998240051
"notchi_A_2.wav",0.09,0.11,0.979381469756047,0.2583984375,0.2583984375,10306.4099104384,7366.42128469706,350.781965937955,11927.0454545455,300.681818181818,2004.54545454545,17239.0909090909,15234.5454545455,10306.4099104384,3.84254564692722,24.8782034483894,0.673416185524685,0.937284015937481
"notchi_A_2.wav",0.1,0.12,0.981192972153467,0.2583984375,0.2583984375,9434.77224747154,7551.36814543187,359.58895930628,10624.0909090909,200.454545454545,1152.61363636364,16838.1818181818,15685.5681818182,9434.77224747154,5.95071113706579,49.9631294116283,0.61246742183394,0.913207971339679
"notchi_A_2.wav",0.11,0.13,0.982197132117608,0.2583984375,0.2583984375,9915.75851595061,7430.79620246085,353.847438212421,11476.0227272727,150.340909090909,1503.40909090909,16838.1818181818,15334.7727272727,9915.75851595061,3.46005432078262,20.7667593100716,0.65414138606307,0.933188382788634
"notchi_A_2.wav",0.12,0.14,0.983134212685562,0.2583984375,0.2583984375,9399.71906217093,7402.55588952546,352.502661405974,10573.9772727273,300.681818181818,1302.95454545455,16487.3863636364,15184.4318181818,9399.71906217093,5.88045095349201,49.5418420512199,0.640080501518066,0.92490866911909
