"filename" "start" "end" "event" "method" "th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh"
"1" "cathy_A_1.wav" 8.861528 9.242305 "1" "2" 0.91632586091499 6.2876953125 3.38878784179688 5635.87278651369 3428.93509688528 37.4216601099538 5607.37899278561 5720.31449474804 3797.7845543644 6749.86604752179 2952.08149315739 5635.87278651369 3.70610038957371 21.2365949679947 0.297456749306849 0.896500445426229
"2" "cathy_A_1.wav" 9.577259 9.820563 "1" "2" 0.923737278329353 7.23515625 1.830322265625 5585.49700885019 4113.50888287401 56.1600617086963 5154.86577181208 152.097315436242 3428.35570469799 7070.46979865772 3642.11409395973 5585.49700885019 2.42654551397087 10.094134307581 0.36729004727874 0.906645272305532
"3" "cathy_A_2.wav" 1.754941 1.970712 "1" "2" 0.982545105396791 6.029296875 0.4498046875 6689.34338698016 6213.13149475756 90.0832340820183 5493.37760483536 148.344374139014 1863.57620012136 8627.15250852202 6763.57630840066 6689.34338698016 5.36865792552283 52.4754206675367 0.565892563591332 0.934564843147364
"4" "cathy_A_2.wav" 2.022857 2.292571 "1" "2" 0.983526756779215 0.4306640625 0.179755434782609 6656.6292388024 6485.39136445881 84.0983005480447 4590.9687184662 148.335015136226 1846.77093844601 9686.27648839556 7839.50554994955 6656.6292388024 9.45102659667759 193.468586967819 0.569140817362785 0.933232224904556
"5" "cathy_A_2.wav" 2.330331 2.684556 "1" "2" 0.920835798874153 7.4935546875 2.4978515625 5770.56663311777 4086.21555167316 46.2376502316221 5694.96771427039 149.644664777556 2219.25861349357 7869.05057990658 5649.79196641301 5770.56663311777 3.41212978137893 27.2813086491281 0.372210337757823 0.919606007347971
"6" "cathy_A_2.wav" 2.693547 2.876952 "1" "2" 0.912555863155637 6.1154296875 0.5340234375 6439.67991178181 5119.38150439554 80.5029734286099 5736.76288099249 147.236309683267 2546.64283785503 8517.89317500976 5971.25033715473 6439.67991178181 6.37635570479483 87.6867215910304 0.493215754990322 0.92746837638816
"7" "cathy_A_2.wav" 2.887741 3.056762 "1" "2" 0.98339270712022 0.4306640625 0.196875 7924.84156137598 6269.86165073934 102.701848764174 6740.45893719807 136.111111111111 2361.23188405797 12356.5217391304 9995.28985507246 7924.84156137598 7.20661905910689 88.7124017262843 0.688993577749633 0.952969794497909
"8" "cathy_A_2.wav" 3.090926 3.391208 "1" "2" 0.984742310696609 6.1154296875 0.3824296875 7896.64340545154 6676.77698150554 82.0550049810188 6231.95619335347 149.88670694864 2018.47432024169 13553.0891238671 11534.6148036254 7896.64340545154 12.3352796520691 270.825000023621 0.62071545520217 0.946049277489959
"9" "cathy_A_2.wav" 3.443352 3.750827 "1" "2" 0.985533583269975 0.34453125 0.125886418269231 7563.03990304466 7130.24304845772 86.6007228260432 4947.70972411731 149.634876600523 1493.09583390522 13603.7620422476 12110.6662083424 7563.03990304466 13.0005658014893 289.652467748382 0.570885961444798 0.940429971158954
"10" "cathy_A_2.wav" 3.786789 4.085272 "1" "2" 0.983671903173372 0.516796875 0.1757109375 7232.26899255445 6791.60888277461 83.7195185729714 5079.82681953445 0 1675.40462385701 11871.9171646508 10196.5125407937 7232.26899255445 7.04718437987366 96.2071129466391 0.570651797865481 0.942987867404999
"11" "cathy_A_3.wav" 6.977377 7.145433 "1" "2" 0.951791895988815 7.407421875 3.026953125 5871.42487934014 3960.75970101446 65.061756973678 5659.7975708502 1833.03643724696 2624.57489878542 7772.55060728745 5147.97570850202 5871.42487934014 2.64899523256504 13.1704669240264 0.348916919568955 0.910901239470822
