"th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh"
"1" 0.920315898733831 6.2876953125 5.0926025390625 6114.53657294294 2882.56169529137 61.3867038096052 6052.74500907441 6192.80852994555 4161.88747731398 7443.37568058076 3281.48820326679 6114.53657294294 4.1131226846704 25.6558335677963 0.204673165297893 0.867027583790767
"2" 0.977532364902663 6.2876953125 4.7373046875 5514.57190596009 3319.36984649154 70.6889201830298 5542.51361161525 6272.84482758621 3801.72413793103 6582.98548094374 2781.2613430127 5514.57190596009 3.62873115564497 21.1833030070394 0.278360114115482 0.874569264025783
"3" 0.976472764469661 6.029296875 3.8867431640625 5245.99818418723 4129.19642088493 87.934894186167 4692.1279491833 150.068058076225 2891.3112522686 6382.8947368421 3491.5834845735 5245.99818418723 4.01448818658849 28.8615627976294 0.370274475017515 0.887935791670686
"4" 0.918962305833471 6.1154296875 1.7118896484375 5326.31647982744 3622.06497157772 77.1350809082726 5322.41379310345 130.058983666062 3201.45190562613 6893.12613430127 3691.67422867514 5326.31647982744 2.56344029361485 10.1148302945947 0.306781027483805 0.882312735224773
"5" 0.957561192718357 7.23515625 1.0228271484375 5598.3778655662 4234.78247013698 90.1834426014358 5162.34119782214 150.068058076225 2961.34301270417 7213.27132486388 4251.92831215971 5598.3778655662 2.83828498679414 15.9638608800256 0.38133701643583 0.899689235764283
"6" 0.981405110564031 0.2583984375 0.1399658203125 5928.42909056169 6491.10303086135 138.233786913913 3091.40199637024 150.068058076225 840.38112522686 8033.64337568058 7193.26225045372 5928.42909056169 5.96739554549222 55.4991346426459 0.508065381311115 0.90383863640675
"7" 0.9814386347529 5.85703125 0.81826171875 6732.92825489892 6560.41196559132 139.70978205205 4752.15517241379 90.040834845735 1510.68511796733 9444.2831215971 7933.59800362976 6732.92825489892 6.00902951002043 58.4414200043486 0.585857488897848 0.925556062964919
"8" 0.985053840190643 0.172265625 0.1399658203125 6923.54004437474 7082.67386727461 150.831811711308 4171.89201451906 150.068058076225 800.362976406534 12195.5308529946 11395.167876588 6923.54004437474 11.0384035536115 195.572289223979 0.578976155164332 0.918895861159621
"9" 0.979122884127195 5.2541015625 0.7644287109375 6792.78841834546 6336.43645456333 134.940025214394 5172.34573502722 150.068058076225 1860.84392014519 9604.3557168784 7743.51179673321 6792.78841834546 6.10258275976806 68.4150323608709 0.593015352360944 0.928658559971107
"10" 0.934564972644772 7.4935546875 4.7696044921875 6267.20650670616 3862.28595510275 82.2507994681185 5902.67695099819 5842.6497277677 3511.59255898367 8193.71597096189 4682.12341197822 6267.20650670616 2.66229208953215 13.1777155108422 0.293037847472789 0.91063827164488
"11" 0.967635002717856 5.85703125 1.76572265625 5435.18889934869 4077.19641792591 86.8275080771521 5502.49546279492 150.068058076225 1930.87568058076 7703.49364791289 5772.61796733212 5435.18889934869 3.0844454403642 21.222124908354 0.35813437012814 0.901743147572177
"12" 0.980711101867867 2.3255859375 0.4414306640625 5962.69381804818 5228.60225357188 111.347714917098 4952.24591651543 150.068058076225 1920.87114337568 7853.56170598911 5932.69056261343 5962.69381804818 4.79888782268279 48.664724817656 0.527538640248103 0.923513872652299
"13" 0.982036926155235 0.172265625 0.0753662109375 7746.03822692366 7320.02760445079 155.886469721209 5062.29582577133 150.068058076225 1100.49909255898 14416.5381125227 13316.0390199637 7746.03822692366 12.7067324682812 243.140811559131 0.634754286589826 0.929582014709974
"14" 0.982067527619142 0.172265625 0.1614990234375 8093.86830287183 6665.80365608518 141.954191425458 6843.10344827586 150.068058076225 1900.86206896552 13716.220508167 11815.3584392015 8093.86830287183 12.5722942321434 244.790300338689 0.629363763128769 0.932546843173841
"15" 0.985207128299896 0.34453125 0.1830322265625 7776.1762467516 7642.08719136172 162.745013808241 4712.13702359347 150.068058076225 650.294918330309 15166.8784029038 14516.5834845735 7776.1762467516 9.13791251158412 113.995982492045 0.601838628942025 0.917318483143858
"16" 0.982811287523115 0.172265625 0.0861328125 8102.95160915636 7207.33944014449 153.486675476937 5962.70417422868 150.068058076225 1400.63520871143 14236.4564428312 12835.8212341198 8102.95160915636 11.7538964359433 227.088978526002 0.668254004556607 0.939317364887687
"17" 0.984351810228018 0.34453125 0.2260986328125 7219.58105310317 7114.11594848032 151.501398672546 4682.12341197822 150.068058076225 1100.49909255898 12695.7577132486 11595.2586206897 7219.58105310317 8.86175917875689 115.624881123875 0.607216068581587 0.925208676143249
"18" 0.983669037387854 0.2583984375 0.172265625 7832.30784228489 7762.64476563751 165.312394106175 4692.1279491833 150.068058076225 650.294918330309 15827.1778584392 15176.8829401089 7832.30784228489 9.32531118963618 124.050856348146 0.608296085521723 0.920300868939513
"19" 0.982233737363475 0.34453125 0.1614990234375 7089.27456098253 6664.82239699028 141.933294644127 5082.30490018149 150.068058076225 1530.6941923775 11055.0136116152 9524.31941923775 7089.27456098253 5.58578195389048 51.1160611799077 0.638720887238379 0.938372018310552
"20" 0.98337197968601 0.2583984375 0.107666015625 7106.89348226736 6644.22498182211 141.49465444911 5062.29582577133 0 1690.7667876588 11435.1860254083 9744.41923774955 7106.89348226736 4.92542316411951 41.1809278682495 0.624346791309708 0.936521145146066
"21" 0.951464243383779 3.617578125 1.59345703125 4625.24781924677 3972.65047363248 84.6011096179901 3641.65154264973 1730.78493647913 1740.78947368421 6683.03085299456 4942.24137931034 4625.24781924677 4.59788620039008 32.8543176949965 0.324102420507981 0.883465368189087
"22" 0.982535686886867 1.72265625 0.6136962890625 3882.73496099808 4332.12626345369 92.256464878044 2841.28856624319 390.176950998185 640.290381125227 4842.19600725953 4201.9056261343 3882.73496099808 4.49235292190231 28.7245408726862 0.311986785874171 0.858825604534788
"23" 0.979565385809477 3.78984375 0.6352294921875 3822.00928746876 4238.34016181466 90.2592067960479 3261.47912885662 90.040834845735 650.294918330309 4792.17332123412 4141.87840290381 3822.00928746876 4.28965016495715 27.6652090682565 0.305457097714195 0.861304999402475
"24" 0.943332743195995 5.4263671875 1.33505859375 5967.79132997725 3784.27773102124 80.5895452600205 5552.51814882033 5572.52722323049 2991.35662431942 8613.90653357532 5622.5499092559 5967.79132997725 1.9480435847268 7.51723766695235 0.270034117069 0.910107783736726
"25" 0.983151074011329 1.550390625 0.409130859375 4914.53173500964 4288.66598133691 91.3309396862875 3971.80127041742 280.127041742287 1530.6941923775 7103.22141560799 5572.52722323049 4914.53173500964 3.61694051290276 22.192344833152 0.363082105246213 0.903627396005399
"26" 0.981971788326643 0.4306640625 0.21533203125 5339.17694611775 4493.31198283362 95.6890575021936 4391.99183303085 190.086206896552 1540.69872958258 7793.53448275862 6252.83575317604 5339.17694611775 4.5698098488568 35.8592848508184 0.365730587686347 0.911743660676253
"27" 0.982847056354526 0.4306640625 0.2691650390625 4276.95107904392 4348.0371673959 92.5953016665987 3161.43375680581 230.104355716878 460.208711433757 6572.98094373866 6112.7722323049 4276.95107904392 7.60070859850232 76.4048367101489 0.323010045897562 0.871519173586693
"28" 0.847100008571966 7.4935546875 6.309228515625 7313.32317962323 3279.23150065322 69.8341385658975 7183.25771324864 7043.1941923775 6492.944646098 8673.93375680581 2180.9891107078 7313.32317962323 4.43002437098923 27.3182132416019 0.231787759509132 0.87024702499281
"29" 0.980379097233385 7.3212890625 2.777783203125 6009.42157421257 4235.93629833895 90.2080143947117 6633.00816696915 260.117967332123 2281.03448275862 7943.60254083485 5662.56805807623 6009.42157421257 3.80064271749024 23.6012336862214 0.373211170745588 0.899478398010733
"30" 0.975657027771297 0.0861328125 0.0753662109375 4977.85742438898 6170.59983369831 131.408387524746 2070.93920145191 90.040834845735 180.08166969147 9564.33756805808 9384.25589836661 4977.85742438898 13.2623032396742 219.612265443101 0.409356049675272 0.836959935059051
"31" 0.983552322850103 0.172265625 0.107666015625 4346.20465422852 6348.24589396974 135.191517683812 780.35390199637 110.049909255898 110.049909255898 7873.57078039927 7763.52087114338 4346.20465422852 16.2975867750143 320.314158732547 0.3189892021368 0.76439770131149
"32" 0.980945143322943 0.0861328125 0.0861328125 5372.89706813565 6253.11221870593 133.1655618282 2160.98003629764 100.045372050817 220.099818511797 10384.7096188748 10164.609800363 5372.89706813565 23.1261781449329 704.038917466383 0.440329301168239 0.848507949290033
"33" 0.982165828829381 0.172265625 0.107666015625 5300.97675117199 6550.07331475734 139.489611327665 1580.7168784029 120.05444646098 130.058983666062 10744.8729582577 10614.8139745917 5300.97675117199 15.8894110939588 307.187782076867 0.448330552820807 0.821051906772528
"34" 0.973788801623422 0.172265625 0.0968994140625 6490.9195599483 6693.77425900883 142.549850182686 3621.64246823956 110.049909255898 270.122504537205 12605.7168784029 12335.5943738657 6490.9195599483 18.0756018451444 411.921463296943 0.522115846287555 0.875459141062474
"35" 0.985972475991822 0.172265625 0.0968994140625 5829.14944796048 6960.76892280863 148.235737972077 1460.66243194192 90.040834845735 130.058983666062 11935.4128856624 11805.3539019964 5829.14944796048 20.5453169450058 551.069114223577 0.432159757924705 0.819615800275527
"36" 0.972578169154693 2.0671875 0.322998046875 5295.83168012591 5817.76840144927 123.89452974277 2100.95281306715 100.045372050817 420.19056261343 9464.29219600726 9044.10163339383 5295.83168012591 11.9074221459589 202.306563796876 0.454796954230882 0.876476297339588
"37" 0.968855514875775 0.34453125 0.1614990234375 5949.85507781776 6260.77276160836 133.328699872718 2641.19782214156 100.045372050817 420.19056261343 11004.9909255898 10584.8003629764 5949.85507781776 8.14899932051215 87.386737690923 0.493844857899269 0.891520856331581
"38" 0.985380113550221 0.0861328125 0.0861328125 5173.11415152798 6796.82158218237 144.744334178071 360.16333938294 120.05444646098 120.05444646098 10944.9637023593 10824.9092558984 5173.11415152798 17.5507086810745 368.315601586462 0.378744088671361 0.761110089905879
"39" 0.981257804266667 0.172265625 0.0861328125 5221.09097518099 6294.46932634656 134.046298057126 2020.9165154265 100.045372050817 200.090744101633 10134.5961887477 9934.5054446461 5221.09097518099 20.8596304018244 571.040704139161 0.451659065072819 0.849180818080288
"40" 0.983231784888223 0.34453125 0.1184326171875 4286.42122810428 5282.72995823687 112.500412318022 1990.90290381125 100.045372050817 340.154264972777 5712.59074410163 5372.43647912886 4286.42122810428 22.1218736182569 613.665352093387 0.380649940751152 0.839965697698273
"41" 0.959299121128113 0.34453125 0.1184326171875 5511.60179738908 6032.41039505738 128.46552106214 2140.97096188748 110.049909255898 530.240471869329 10804.9001814882 10274.6597096189 5511.60179738908 13.8500328969282 289.826468728573 0.45966525149034 0.881394511368445
"42" 0.967032665641693 0.34453125 0.12919921875 4696.56374344385 5335.32385154808 113.620445847976 2030.92105263158 100.045372050817 830.376588021779 8403.8112522686 7573.43466424682 4696.56374344385 5.22641803799311 45.581727130806 0.38614400952739 0.880077582338793
"43" 0.936602137483805 0.172265625 0.0861328125 8438.85712960622 5702.61660815646 121.442270337687 9374.25136116152 120.05444646098 2441.10707803993 12725.7713248639 10284.664246824 8438.85712960622 9.33216041034249 139.491554530495 0.53318305256595 0.923735190481763
"44" 0.980353876632611 0.172265625 0.1184326171875 7730.47724797398 6804.94073995126 144.917238832274 8994.07894736842 100.045372050817 170.077132486388 13636.1842105263 13466.1070780399 7730.47724797398 19.7032655756346 461.654930504007 0.469251645393783 0.847863971660263
"45" 0.927975423481183 11.886328125 1.614990234375 10378.2181177076 5694.72242839085 121.274156789282 11575.2495462795 90.040834845735 6402.90381125227 14226.4519056261 7823.54809437387 10378.2181177076 5.51654427191405 66.7384686769934 0.548089130276653 0.940366934844426
"46" 0.98058264774416 0.2583984375 0.12919921875 6653.84695094279 6461.22851495428 137.597582643788 5222.36842105263 110.049909255898 220.099818511797 11785.3448275862 11565.2450090744 6653.84695094279 17.4448227210476 371.791500313405 0.523613052632668 0.877117079625139
"47" 0.988611256945109 0.0861328125 0.0753662109375 7572.12478641607 6785.49543663229 144.50313387928 7093.2168784029 90.040834845735 720.32667876588 13856.2840290381 13135.9573502722 7572.12478641607 13.0503750414621 224.001197513852 0.577204866754335 0.910810131442026
"48" 0.993875797771762 0.172265625 0.107666015625 4970.677275418 6228.08934594879 132.632677595083 1870.84845735027 120.05444646098 140.063520871143 9834.46007259528 9694.39655172414 4970.677275418 22.392125432545 596.055495967029 0.432722858996358 0.819282312523434
