"filename" "start" "end" "event" "th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh"
"1" "cathy_A_1.wav" 8.8641378 8.8916038 "1" 0.809654222842616 6.2015625 3.1869140625 5900.60750367923 2528.81724368876 102.726178467503 5867.85123966942 6122.97520661157 4045.53719008264 7362.14876033058 3316.61157024793 5900.60750367923 2.55417355072903 9.64761261527599 0.135386586204779 0.838675588314355
"2" "cathy_A_1.wav" 8.869631 8.897097 "1" 0.855901904786854 6.2876953125 3.14384765625 5965.1949888215 2503.09551862155 101.765304251143 5982.14217356353 6128.04808023581 4121.84186349194 7368.2482869502 3246.40642345826 5965.1949888215 2.85766159020534 11.9413589619811 0.126929921638457 0.833180624186341
"3" "cathy_A_1.wav" 8.8751242 8.9025902 "1" 0.884897173841663 6.2015625 6.2015625 6049.49238481238 2632.92056781483 107.043443072569 6055.09512689967 6237.47751024002 4194.79481682808 7368.2482869502 3173.45347012211 6049.49238481238 3.62203282026307 18.8498179011287 0.156091072172867 0.830637516015701
"4" "cathy_A_1.wav" 9.5795522 9.6062562 "1" 0.874706431451461 3.962109375 1.9810546875 5167.77034974079 2887.8093189379 118.990110035052 5137.5 3975 3900 6750 2850 5167.77034974079 1.7665920270011 5.3388960358603 0.204154324642974 0.858770798090725
"5" "cathy_A_1.wav" 9.584893 9.611597 "1" 0.900290434001704 5.4263671875 5.21103515625 5211.93348715923 2911.62187235182 120.073262270052 5216.94372115172 4015.92070621032 3903.32479855956 6868.35036669615 2965.02556813659 5211.93348715923 1.9969694171508 6.5760388615936 0.201464057631332 0.854565443636322
"6" "cathy_A_1.wav" 9.5902338 9.6169378 "1" 0.919345512275697 3.962109375 2.0671875 5285.44685518811 3183.78264791799 131.185478597591 5400 5625 3825 6900 3075 5285.44685518811 2.40367174076459 8.68310983780337 0.240063247387497 0.849265232599325
"7" "cathy_A_2.wav" 2.3365098 2.3608058 "1" 0.838585217330951 5.7708984375 2.928515625 5580.24362469311 3752.82987480485 162.097561771118 5605.23364485981 5811.30841121495 2308.03738317757 6965.32710280374 4657.28971962617 5580.24362469311 2.65844289609669 12.210936627122 0.216631253982444 0.879287964119804
"8" "cathy_A_2.wav" 2.341369 2.365665 "1" 0.876563595414957 5.85703125 5.72783203125 5626.92348285428 3709.79894277581 160.238908595957 5646.44859813084 5770.09345794393 2431.68224299065 7006.54205607477 4574.85981308411 5626.92348285428 2.84113854087974 13.5988096632908 0.204860739589334 0.874826816532689
"9" "cathy_A_2.wav" 2.3462282 2.3705242 "1" 0.905989689438772 5.7708984375 5.7708984375 5804.49601837732 3749.79959604417 162.117973719112 5734.24763163692 5858.00837188808 2763.98986560917 7384.39083498568 4620.40096937651 5804.49601837732 3.04200850923682 15.5560307788382 0.240790838068232 0.874263844158359
"10" "cathy_A_2.wav" 2.6860094 2.7126424 "1" 0.920342699130757 6.1154296875 3.05771484375 6579.37759009013 4049.17018544312 167.127139428937 5940.16207973277 6128.14189238254 3834.78817805533 8083.13194394016 4248.34376588483 6579.37759009013 2.40549001372069 9.8988987126163 0.2830854908852 0.886543194650817
"11" "cathy_A_2.wav" 2.691336 2.717969 "1" 0.936385142470525 3.7037109375 1.93798828125 6509.14599588515 3952.33916295753 163.130495411806 5945.22184300341 6133.36177474403 3950.9385665529 7977.13310580205 4026.19453924915 6509.14599588515 2.62220048103918 11.1158871563065 0.292109660033655 0.882957360554781
"12" "cathy_A_2.wav" 2.6966626 2.7232956 "1" 0.948926077533606 6.1154296875 3.14384765625 6159.9919829953 4091.43402504552 168.87155477592 5681.82593856655 413.907849829352 3612.2866894198 7977.13310580205 4364.84641638225 6159.9919829953 2.57316268424988 11.1006482449889 0.33905888557916 0.888509062909775
"13" "cathy_A_3.wav" 6.9724612 7.0010402 "1" 0.889878003555097 5.5986328125 2.97158203125 5435.07046622956 3326.25189969949 132.52104774579 5363.51351351351 5643.9586645469 3014.7853736089 7151.35135135135 4136.56597774245 5435.07046622956 1.99575347748886 6.9588372472643 0.233926427369298 0.875334136193871
"14" "cathy_A_3.wav" 6.978177 7.006756 "1" 0.923777744028321 7.23515625 6.07236328125 5629.5237783228 3434.61668423263 136.838404103069 5503.73608903021 1963.1160572337 3260.17488076312 7361.68521462639 4101.51033386328 5629.5237783228 2.08652536655099 7.5618534232122 0.223837023652572 0.875129374821782
"15" "cathy_A_3.wav" 6.9838928 7.0124718 "1" 0.945421269960712 5.5986328125 4.78037109375 6001.83598431868 3718.41948310512 148.145378257121 5679.01430842607 3996.34340222575 3540.6200317965 7852.46422893482 4311.84419713831 6001.83598431868 2.63132293165714 11.1341021940245 0.255743388495061 0.876165259909884
"16" "cathy_A_3.wav" 7.2550378 7.2846188 "1" 0.905029905585609 1.550390625 0.81826171875 4607.97626966812 3986.19366570556 156.111392216984 4095.24657026326 1624.56062291435 1421.49054505006 6464.39747868001 5042.90693362996 4607.97626966812 2.58295278541726 10.53377156101 0.270511379449575 0.869910266224271
"17" "cathy_A_3.wav" 7.260954 7.290535 "1" 0.921698856947023 1.6365234375 1.07666015625 4957.69974244355 4020.65015448961 157.460812462484 4399.8516870597 1624.56062291435 1590.71560993697 7208.98776418243 5618.27215424546 4957.69974244355 2.45981312979867 10.7013343022104 0.281072416539571 0.88013859298622
"18" "cathy_A_3.wav" 7.2668702 7.2964512 "1" 0.934054738307928 3.962109375 2.75625 5711.81389201632 4185.42417222114 163.91386102622 4979.03225806452 1659.67741935484 2235.48387096774 7790.32258064516 5554.83870967742 5711.81389201632 2.15101168841766 9.0421387517885 0.337521271969673 0.892490576795279
"19" "cathy_A_3.wav" 7.2973544 7.3184124 "1" 0.9427643162868 0.34453125 0.34453125 5259.6838652975 3427.82151017932 159.13261863583 5375.74065334192 6184.48039765 3139.81312496077 6422.34502832884 3282.53190336807 5259.6838652975 2.27765732403971 8.55824429255137 0.25958463954304 0.866782825282555
"20" "cathy_A_3.wav" 7.301566 7.322624 "1" 0.953937203999876 6.2015625 6.2015625 5240.49917484077 3670.41904560594 170.394926481322 4995.15724425577 333.010482950384 2711.65678973884 6469.91795446461 3758.26116472577 5240.49917484077 1.9799149507904 6.68468857856595 0.287785091638835 0.874436832592774
"21" "cathy_A_3.wav" 7.3057776 7.3268356 "1" 0.954690574448687 3.5314453125 3.5314453125 5464.08144727915 4227.01276722991 196.234141322369 4714.79481641469 190.496760259179 2333.58531317495 7715.11879049676 5381.53347732181 5464.08144727915 2.71020456712982 13.5093240627438 0.343194054416185 0.885334697654489
"22" "cathy_A_3.wav" 7.337164 7.357219 "1" 0.965612769878884 0.0861328125 0.0861328125 4689.18492972768 4514.34803482075 214.72563878959 3850 750 750 6850 6100 4689.18492972768 3.21050921612289 14.6341800592256 0.36339033272436 0.863573632582275
"23" "cathy_A_3.wav" 7.341175 7.36123 "1" 0.961289372687732 0.6029296875 0.6029296875 4753.88734728411 4522.35994819893 215.106726646526 3900 800 800 6650 5850 4753.88734728411 2.91162610550716 12.2396176663694 0.356347834316556 0.865817316483193
"24" "cathy_A_3.wav" 7.345186 7.365241 "1" 0.957550773938714 0.7751953125 0.7751953125 5241.74485594437 4839.38128452702 230.185893876857 4200 150 950 7450 6500 5241.74485594437 4.46366810694325 33.7018198015297 0.40910002812973 0.880766798769468
"25" "cathy_A_4.wav" 0.1608104 0.1842484 "1" 0.923476557676306 0.172265625 0.172265625 3678.03804937742 3504.85728592961 154.292738696935 3208.05646669612 384.966776003534 641.611293339223 5303.98669160424 4662.37539826502 3678.03804937742 3.36292488950437 15.2803315129439 0.194401909499213 0.824936957679985
"26" "cathy_A_4.wav" 0.165498 0.188936 "1" 0.940866214034725 0.6029296875 0.55986328125 3692.78592483737 3510.64222897094 154.39786869172 3247.67441860465 512.790697674419 640.988372093023 5341.56976744186 4700.58139534884 3692.78592483737 3.50161988850465 16.9141199713337 0.191985291060671 0.823950355432571
"27" "cathy_A_4.wav" 0.1701856 0.1936236 "1" 0.950323149272012 0.516796875 0.4306640625 3750.44896531012 3593.80929041356 158.055551871774 3247.67441860465 128.197674418605 640.988372093023 5469.76744186046 4828.77906976744 3750.44896531012 4.74546078824162 32.6165836880178 0.231757442933218 0.830982451463955
"28" "cathy_A_4.wav" 0.5402134 0.5679564 "1" 0.896580117128845 0.34453125 0.30146484375 5896.04083222566 3990.55533787331 161.308638852196 5521.52209492635 324.795417348609 2237.47954173486 8805.56464811784 6568.08510638298 5896.04083222566 2.65174316687357 12.3951085112894 0.272853057410429 0.887746854415185
"29" "cathy_A_4.wav" 0.545762 0.573505 "1" 0.927257503701243 0.4306640625 0.30146484375 5633.59040693157 3951.97506472057 159.749123741668 5160.63829787234 324.795417348609 1984.86088379705 8697.29950900164 6712.43862520458 5633.59040693157 2.54612899732999 11.8189056932997 0.245606095416389 0.882627221578252
"30" "cathy_A_4.wav" 0.5513106 0.5790536 "1" 0.94617289042976 0.34453125 0.2583984375 5573.04855323439 3887.17466212317 157.258254209257 5092.6358189349 144.471938125813 2239.3150409501 8523.84434942295 6284.52930847285 5573.04855323439 2.36600165240969 11.1147403151197 0.271833889598321 0.89044928811043
"31" "cathy_A_4.wav" 2.1030728 2.1298588 "1" 0.911575956144465 3.7037109375 2.11025390625 4869.19564855989 3637.92336272609 149.770934662261 4189.31899961041 3740.4633925093 1945.04096410483 6358.78776726581 4413.74680316097 4869.19564855989 2.75070831952181 12.387393569184 0.262102653262062 0.863859799394628
"32" "cathy_A_4.wav" 2.10843 2.135216 "1" 0.942787783630444 5.340234375 4.52197265625 5190.67214062483 3678.430188511 151.438574288804 4862.60241026209 3740.4633925093 2019.85023195502 7331.30824931822 5311.4580173632 5190.67214062483 2.30651900667925 9.64082355796501 0.256675178588469 0.875104271859012
"33" "cathy_A_4.wav" 2.1137872 2.1405732 "1" 0.963951779058388 5.0818359375 4.3927734375 5589.19035634061 3627.45499168573 149.339958646886 5161.83948166283 5722.90899053923 3291.60778540818 8079.40092782008 4787.7931424119 5589.19035634061 2.33917134645643 9.2522959143097 0.266815309389854 0.876445781774
"34" "cathy_A_4.wav" 2.5579544 2.5799574 "1" 0.906746412847797 0.172265625 0.172265625 4731.91700071687 3459.3083328076 157.079099789188 4282.43801652892 728.925619834711 2232.3347107438 6605.88842975207 4373.55371900826 4731.91700071687 2.0769619345589 7.13314579667959 0.248089426185585 0.860866832872773
"35" "cathy_A_4.wav" 2.562355 2.584358 "1" 0.926235072207557 0.6029296875 0.6029296875 4787.0796015952 3424.11364039762 155.4809911301 4282.43801652892 774.48347107438 2870.14462809917 6605.88842975207 3735.74380165289 4787.0796015952 2.19026863965813 7.72518874236588 0.251282488015067 0.857577874060816
"36" "cathy_A_4.wav" 2.5667556 2.5887586 "1" 0.93390755222198 0.7751953125 0.7751953125 4937.01166631766 3703.04831717188 168.146762351518 4327.99586776859 774.48347107438 2687.9132231405 6605.88842975207 3917.97520661157 4937.01166631766 2.04308076864825 6.91534737775583 0.314777020762915 0.871140497636646
"37" "cathy_A_4.wav" 2.599281 2.617936 "1" 0.942906479590171 5.0818359375 5.0818359375 3917.54551256254 3483.50518020096 171.828638824866 4082.35070977684 429.721127344931 752.011972853629 5317.79895089352 4565.78697803989 3917.54551256254 3.09953397032578 13.6878202469283 0.242862622877825 0.823916189946725
"38" "cathy_A_4.wav" 2.603012 2.621667 "1" 0.938323101123535 0.4306640625 0.4306640625 3814.4038775672 3359.5369953697 165.713739217937 4028.63556885873 376.005986426814 752.011972853629 5156.65352813917 4404.64155528554 3814.4038775672 3.41869790582166 16.4927897454479 0.219808795728758 0.812099957514261
"39" "cathy_A_4.wav" 2.606743 2.625398 "1" 0.935032326728155 0.34453125 0.34453125 4241.92222539904 3705.93662528669 182.800372886913 4189.78099161308 322.290845508698 1020.58767744421 5425.22923272975 4404.64155528554 4241.92222539904 3.56444645352395 18.7832196267574 0.282135824594482 0.833629608533257
