"filename" "start" "end" "event" "th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh" "sprec"
"25" "cathy_A_3.wav" 1.6 2.4 1 0.985382418410119 6.029296875 0.222931985294118 9051.66704648484 7709.96968341317 58.0501545010308 6184.10057259482 150.00850388344 1907.60814105108 17393.4860252849 15485.8778842338 9051.66704648484 20.2822509943062 817.675317649043 0.514366446681656 0.952265204058325 1.25
"26" "cathy_A_3.wav" 2.4 3.2 1 0.983606312855661 5.2541015625 0.273598345588235 8300.26420115658 6662.26913077288 50.1617734244583 6372.86127331481 150.00850388344 3140.17801462668 13388.258971597 10248.0809569703 8300.26420115658 12.1925842457006 386.912639009091 0.611086883028315 0.962688201421562 1.25
"27" "cathy_A_3.wav" 3.2 4 1 0.986504305842031 0.34453125 0.134265854779412 9148.91090947705 7780.62059233188 58.5821016223266 6632.87601337944 0 1747.59907024208 17448.4891433755 15700.8900731334 9148.91090947705 16.0340692872545 526.299174075845 0.513207804139085 0.952380909866943 1.25
"28" "cathy_A_3.wav" 4 4.8 1 0.980539200947141 7.3212890625 0.571263212316176 9198.7637271599 7180.66350766238 54.0648852273025 7180.407052554 0 3038.92227450536 15688.3893644764 12649.4670899711 9198.7637271599 17.4555861101844 649.657033381946 0.597193285958652 0.962178475860654 1.25
"29" "cathy_A_3.wav" 4.8 5.6 1 0.985335619281361 0.2583984375 0.132999195772059 9474.43282031384 6936.45142697273 52.2261556865689 8899.25449288508 150.00850388344 3030.17177844549 14814.5898293554 11784.4180509099 9474.43282031384 15.8517245913336 493.662684754921 0.645405181811959 0.966872041394444 1.25
"30" "cathy_A_3.wav" 5.6 6.4 0 0.949432027294879 3.962109375 0.240665211397059 7447.00967023837 6597.32882516342 49.6728227633314 5581.56641532967 0 1797.60190486989 12528.2102159986 10730.6083111287 7447.00967023837 9.29196938571182 139.189151438417 0.601386548289147 0.953854677554073 1.25
"31" "cathy_A_3.wav" 6.4 7.2 1 0.917747443600286 8.3548828125 0.862594784007353 5909.35112273628 4150.44932797826 31.2496980703012 5512.81251771642 150.00850388344 2747.65576279834 7581.6798004422 4834.02403764386 5909.35112273628 2.17961355106402 8.59284762307858 0.386348589549493 0.93014841192772 1.25
"32" "cathy_A_3.wav" 7.2 8 1 0.912790418870586 6.2015625 0.487663717830882 6674.7071743797 5923.50251494018 44.5994277927298 5280.29933669709 0 1930.1094166336 8606.73791031237 6676.62849367878 6674.7071743797 4.99067191756837 72.3298924858202 0.508025691951346 0.947582293191961 1.25
"33" "cathy_A_3.wav" 8 8.8 0 0.984937494475196 8.26875 0.306531479779412 7710.68034782026 7350.87626024544 55.3464566200863 5176.54345484438 0 1398.82929871308 14548.3247349623 13149.4954362492 7710.68034782026 9.18709877780436 198.126525296382 0.520438843998852 0.947174468984429 1.25
"34" "cathy_A_4.wav" 0 0.8 1 0.915227109397054 20.4134765625 1.43259133731618 5414.82609369685 4280.29984909256 32.2273728371607 4956.530982482 150.00850388344 1682.59538522592 8434.22813084642 6751.6327456205 5414.82609369685 3.58041246921751 24.6745664035683 0.376578418176133 0.925219403411083 1.25
"35" "cathy_A_4.wav" 0.8 1.6 1 0.982370631094055 5.9431640625 0.383797679227941 7184.15111278212 7029.07756236918 52.9235593977877 4700.26645501446 150.00850388344 1461.33284199785 11774.4174839844 10313.0846419865 7184.15111278212 14.8299067496938 492.517660740665 0.512088706855111 0.942975097177402 1.25
"36" "cathy_A_4.wav" 1.6 2.4 1 0.913617291872797 5.684765625 0.909461167279412 5665.18756737636 4080.06150483734 30.7197317830002 5261.54827371166 5694.07279324225 2966.41816429503 7862.94574522365 4896.52758092862 5665.18756737636 2.95440931109083 15.038723935398 0.367341617637271 0.922888189325814 1.25
"37" "cathy_A_4.wav" 2.4 3.2 1 0.94092856872079 5.5986328125 0.800528492647059 5157.91094323784 4803.01220697773 36.1629957229564 4276.49243154374 150.00850388344 1538.83723567096 6516.61942286978 4977.78218719882 5157.91094323784 3.57414462325711 27.064741967429 0.383236859541123 0.922725273211955 1.25
"38" "cathy_A_4.wav" 3.2 4 1 0.984763748001125 3.273046875 0.254598460477941 6577.22128778961 6819.32363134155 51.3442732782135 4045.2293213901 150.00850388344 1165.06604682805 9736.80197290096 8571.73592607291 6577.22128778961 14.38820997027 482.076230809421 0.439143349293111 0.934368034707548 1.25
"39" "cathy_A_4.wav" 4 4.8 1 0.978312999075253 5.5125 0.685262522977941 7136.66755590114 6320.46017457942 47.5882143144201 5192.79437609842 148.758433017745 2648.90016440841 9781.80452406599 7132.90435965758 7136.66755590114 8.39616382185576 180.622577490205 0.52189922845377 0.947067250243048 1.25
"40" "cathy_A_5.wav" 0 0.8 1 0.98466113826222 0.4306640625 0.182398897058824 5969.9491042928 5989.04526111922 45.0929143689871 4136.48449458586 150.00850388344 668.787913147004 8769.24712285277 8100.45920970576 5969.9491042928 13.4191963333715 374.858175727562 0.54520577633287 0.930054767406402 1.25
"41" "cathy_A_5.wav" 0.8 1.6 1 0.957026552371776 7.5796875 0.610529641544118 6508.41645409492 4362.04147794895 32.8428245677281 6502.86864334713 150.00850388344 2643.89988094563 8757.99648506151 6114.09660411588 6508.41645409492 2.38183773047842 13.2207094491448 0.379694608345883 0.934723847124511 1.25
"42" "cathy_A_5.wav" 1.6 2.4 1 0.983089828059203 0.6890625 0.245731847426471 5432.64467795499 5402.12367497554 40.673845273433 4145.23499064573 150.00850388344 615.034865922104 8097.95906797437 7482.92420205227 5432.64467795499 8.152951279153 104.343867090032 0.450962614924889 0.923055426343176 1.25
"43" "cathy_A_5.wav" 2.4 3.2 1 0.984426574490797 0.516796875 0.233065257352941 5333.61551439942 5225.52764189106 39.3442126774868 4360.24717954533 150.00850388344 760.043086342763 7382.91853279664 6622.87544645388 5333.61551439942 8.6914414075685 137.111169280296 0.40473400276533 0.921603384980454 1.25
"44" "cathy_A_6.wav" 0 0.8 1 0.954761412720707 1.8087890625 0.372397748161765 4173.76474601415 4943.51547118108 37.220877469554 2833.91065253132 125.007086569533 618.78507851919 5030.28516355802 4411.50008503883 4173.76474601415 7.13958725021133 90.8800080924972 0.306247120561091 0.896914028383017 1.25
"45" "cathy_A_6.wav" 0.8 1.6 1 0.984397821663345 3.78984375 0.317931410845588 6005.72689531422 6742.41496690888 50.7652100605735 3223.93276262827 150.00850388344 767.543511536935 8206.71523328987 7439.17172175293 6005.72689531422 8.74603720222523 140.252837341827 0.447094493034574 0.921054079702752 1.25
"46" "cathy_A_6.wav" 1.6 2.4 1 0.966574319170421 0.7751953125 0.167198988970588 4518.78664914268 5879.25152337251 44.26625178779 2222.6259992063 186.260558988605 322.518283349396 5285.29962015987 4962.78133681048 4518.78664914268 9.26001036617988 121.201662974556 0.345902111131598 0.883000172767538 1.25
"47" "cathy_A_6.wav" 2.4 3.2 1 0.978838767730389 3.962109375 0.309064797794118 4933.72629332705 5928.20412406933 44.6348273011011 3248.93417994217 126.257157435229 693.78933046091 5240.29706899484 4546.50773853393 4933.72629332705 7.36777273293807 93.1848420250133 0.378307256646658 0.901942144424303 1.25
"48" "cathy_A_7.wav" 0 0.8 1 0.976287496023078 5.5125 0.377464384191177 4563.23054484085 4886.20179396099 36.7893494669464 3051.42298316231 126.257157435229 570.032314757072 6449.11559612223 5879.08328136516 4563.23054484085 7.32233310899357 83.0975610280424 0.359995633396034 0.904647488272171 1.25
"49" "cathy_A_7.wav" 0.8 1.6 1 0.969207422836453 3.1869140625 0.404064223345588 3963.01797563427 4458.59851496248 33.5698249512519 2628.89903055729 128.757299166619 411.273314813765 5990.33958841204 5579.06627359828 3963.01797563427 7.61579311029318 81.9898668145704 0.308459203351933 0.892373596082747 1.25
"50" "cathy_A_7.wav" 1.6 2.4 1 0.95715194419342 5.340234375 0.573796530330882 4213.69110078077 5019.99739675768 37.7967276711196 2177.62344804127 758.793015477068 368.770905380124 6285.35631271614 5916.58540733602 4213.69110078077 7.87327118864835 77.8472496525809 0.367122125504796 0.892813272498168 1.25
"51" "cathy_A_7.wav" 2.4 3.2 1 0.928859415337846 3.78984375 0.704262408088235 4619.55087622793 3896.71705194867 29.3392887651773 3381.44169170588 127.507228300924 2340.13266058167 6145.34837575826 3805.2157151766 4619.55087622793 3.91144645970321 28.8940673425206 0.302744035373346 0.910342495594706 1.25
"52" "cathy_A_7.wav" 3.2 4 1 0.938733848343289 8.1826171875 1.05259363511029 5547.28745045706 3977.46238118291 29.9472391242258 4636.51284086399 760.043086342763 2627.64895969159 7676.68518623505 5049.03622654345 5547.28745045706 2.2064076859838 9.65822734927089 0.329004404781752 0.925246497005433 1.25
"53" "cathy_A_7.wav" 4 4.8 1 0.979767949193274 11.541796875 0.453463924632353 4215.85429626808 4809.37977069463 36.2109385907937 2646.40002267702 126.257157435229 542.530755711775 5969.08838369522 5426.55762798345 4215.85429626808 8.71110811545825 128.164240498445 0.334301634609054 0.901628732679036 1.25
"54" "cathy_A_7.wav" 4.8 5.6 1 0.98189121993476 2.75625 0.279931640625 4816.79439497157 5305.78037212909 39.9484541441517 2978.91887295198 227.512897556551 535.030330517603 7087.90180849254 6552.87147797494 4816.79439497157 11.0673510027133 204.875149480113 0.395441399974695 0.90945008194599 1.25
"55" "cathy_A_7.wav" 5.6 6.4 0 0.983655588401308 3.273046875 0.377464384191177 4866.68331076263 5362.53822836871 40.3757972413555 3181.43035319463 760.043086342763 800.045354045014 6396.61261976302 5596.56726571801 4866.68331076263 8.23574756439274 130.931851562534 0.403038313647796 0.915529112523599 1.25
"56" "cathy_A_7.wav" 6.4 7.2 1 0.979285333663402 0.7751953125 0.225465303308824 4630.79808968945 5683.19997533593 42.7901340958912 2290.12982595385 228.762968422246 441.275015590453 6376.6114859119 5935.33647032145 4630.79808968945 10.8740999561948 174.801131621752 0.377511483909605 0.897898094613371 1.25
"57" "cathy_A_8.wav" 0 0.8 1 0.969782313609382 2.0671875 0.333131318933824 4909.07074934529 6038.0572887925 45.4619373218223 2405.13634559782 133.757582629401 558.781676965814 6711.63047791825 6152.84880095244 4909.07074934529 8.70873343175742 113.692430619397 0.419120720885717 0.907617198255242 1.25
"58" "cathy_A_8.wav" 0.8 1.6 1 0.960851222908525 3.617578125 0.930994370404412 4727.52207984664 4855.94595963704 36.5615462551074 2968.91830602642 130.007370032315 1742.5987867793 6160.34922614661 4417.75043936731 4727.52207984664 3.66906037775836 23.9402525111613 0.405515035344097 0.917197655264148 1.25
"59" "cathy_A_8.wav" 1.6 2.4 1 0.977123096983766 5.4263671875 0.662462660845588 4964.0090123898 5413.52253898641 40.7596699710827 2696.40285730484 55.0031180905947 1423.83071602699 6459.11616304779 5035.28544702081 4964.0090123898 4.08265922253141 31.0224667552042 0.39702469755325 0.9187377681281 1.25
"60" "cathy_A_8.wav" 2.4 3.2 1 0.957677524454944 7.92421875 0.687795840992647 5513.63786776985 5931.74605257673 44.6614953044175 2916.41532966721 52.502976359204 1497.58489710301 7467.92335166393 5970.33845456092 5513.63786776985 4.1214624083913 26.0811458426072 0.49131200578169 0.926894853590196 1.25
"61" "cathy_A_8.wav" 3.2 4 1 0.972249434257588 4.134375 1.13239315257353 5090.64041367467 5136.5581892595 38.6743409810721 3038.92227450536 2350.13322750723 1941.36005442485 6902.89132036963 4961.53126594478 5090.64041367467 3.82417801124087 23.9345186000859 0.416052053785083 0.922087026627962 1.25
"62" "cathy_A_8.wav" 4 4.8 1 0.866051933211574 6.029296875 1.38065831801471 4892.55669011005 3188.29922752764 24.0054462408161 4026.47825840467 4020.22790407619 2618.89846363173 6746.63246215772 4127.73399852599 4892.55669011005 2.26666126697385 9.70163572096449 0.179601541751135 0.913842054353483 1.25
"63" "cathy_A_8.wav" 4.8 5.6 1 0.976576530317837 3.7037109375 0.398997587316176 5466.66175818603 5156.08311777691 38.8213487078982 3661.45756562163 300.01700776688 1606.3410624185 8027.95509949544 6421.61403707693 5466.66175818603 2.55025942036764 11.5337249658748 0.414997287778301 0.934925067392855 1.25
"64" "cathy_A_8.wav" 5.6 6.4 0 0.956955759395013 7.5796875 0.716928998161765 5322.1284471066 4767.53846763883 35.8959056909706 4627.76234480413 53.7530472248994 1508.83553489427 7240.41045410737 5731.57491921311 5322.1284471066 2.3220102883765 9.67814528263204 0.383595004218216 0.929072933568352 1.25
"65" "cathy_A_8.wav" 6.4 7.2 1 0.980360993667538 3.5314453125 0.440797334558824 5994.05525320039 6672.12291366725 50.2359648471131 2992.66965247463 61.2534724190714 762.543228074154 9139.26809909859 8376.72487102443 5994.05525320039 5.83759943299171 51.1334194277844 0.463460180116461 0.928140900730078 1.25
"66" "cathy_A_9.wav" 0 0.8 1 0.970339736004399 21.877734375 1.43765797334559 7041.84648864362 4406.25561535171 33.1757230890909 8124.21055615398 75.00425194172 3107.6761721186 9966.8150121889 6859.1388400703 7041.84648864362 1.64578636672197 5.79664323140606 0.369708192888817 0.932683666916428 1.25
"67" "cathy_A_9.wav" 0.8 1.6 1 0.979383000358114 2.41171875 0.554796645220588 5202.1858931337 5454.86493709957 41.0709464995852 3247.68410907648 101.255740121322 1147.56505470832 7510.42576109757 6362.86070638925 5202.1858931337 4.24784087270643 31.1823328131107 0.439636559197741 0.927930190486941 1.25
"68" "cathy_A_9.wav" 1.6 2.4 1 0.975151198844772 6.2015625 0.752395450367647 5393.7765255112 4754.23116933994 35.7957119478092 4416.50036850162 165.009354271784 2216.37564487783 7061.65032031294 4845.27467543512 5393.7765255112 2.87925556965377 14.8301345102366 0.402722851211584 0.928708288426608 1.25
"69" "cathy_A_9.wav" 2.4 3.2 1 0.953970006609219 8.785546875 0.785328584558824 5325.2503330033 4490.38805229694 33.80917576968 3386.44197516866 2165.12273938432 1942.61012529055 8886.75378422813 6944.14365893758 5325.2503330033 2.80916635613208 13.9162439518248 0.328118465380243 0.921263417398444 1.25
"70" "cathy_A_9.wav" 3.2 4 1 0.960097224584793 4.2205078125 0.690329159007353 5300.32200294139 5616.41522166403 42.2872961564233 3195.18113271727 146.258291286354 1451.33227507228 7300.41385566075 5849.08158058847 5300.32200294139 3.38407346102297 19.4688476796674 0.440674753386635 0.929175297851361 1.25
"71" "cathy_A_9.wav" 4 4.8 1 0.945801945889203 9.7330078125 1.06399356617647 5446.46257243767 4763.15090011354 35.862870674857 4567.75894325075 738.791881625942 1488.83440104314 7815.44305232723 6326.60865128409 5446.46257243767 2.26884020836176 9.51304722384726 0.409825972753581 0.931877482332647 1.25
"72" "cathy_A_9.wav" 4.8 5.6 1 0.962019699360038 3.4453125 0.417997472426471 5500.15212430457 5239.85909352661 39.4521175092603 3588.9534554113 670.037984012699 1168.81625942514 9339.27943760984 8170.4631781847 5500.15212430457 3.2052188847176 17.4552717702633 0.41277798492292 0.930031972440977 1.25
"73" "cathy_C_1.wav" 0 0.8 1 0.983428026678013 21.70546875 1.86452205882353 8340.33538214595 6831.20481699995 51.433729487699 6725.3812574409 0 2228.87635353478 14124.5507114916 11895.6743579568 8340.33538214595 9.53122668433265 191.507838787504 0.62095342751605 0.963925575811327 1.25
"74" "cathy_C_1.wav" 0.8 1.6 1 0.980669251825717 0.2583984375 0.145665785845588 8661.3714757234 7631.39432407351 57.4585423498891 6342.85957253813 150.00850388344 1230.06973184421 16747.1993877204 15517.1296558762 8661.3714757234 15.3130186837429 334.247418344071 0.537895454860701 0.941394759194534 1.25
"75" "cathy_C_1.wav" 1.6 2.4 1 0.986113721472492 3.10078125 0.305264820772059 8894.45271506302 7584.20887835841 57.1032721573416 6621.62537558818 150.00850388344 1788.85140881002 16989.7131356653 15200.8617268553 8894.45271506302 13.1877285382112 359.759954829127 0.585285072247157 0.957262473984714 1.25
"76" "cathy_C_1.wav" 2.4 3.2 1 0.91558041896891 9.3884765625 1.12985983455882 7617.3624974845 5781.67372354886 43.5315658437169 6374.11134418051 150.00850388344 3347.6897783321 10501.8453427065 7154.1555643744 7617.3624974845 6.20230479560863 124.02958135717 0.601505100955346 0.959726907405176 1.25
"77" "cathy_C_1.wav" 3.2 4 1 0.985483131689407 5.16796875 0.355931181066176 9487.73529336498 7939.03988783883 59.77487733452 6485.36765122739 0 1952.61069221611 18066.024151029 16113.4134588129 9487.73529336498 13.5580143591898 393.673072124666 0.527037445513814 0.949728302874048 1.25
"78" "cathy_C_1.wav" 4 4.8 1 0.985435083020482 5.16796875 0.246998506433824 9766.085257913 7958.38944180452 59.9205646255675 7225.40960371903 0 2061.36685753161 18304.7876863768 16243.4208288452 9766.085257913 15.0251918851529 487.234763854802 0.530216934904266 0.951680589178952 1.25
"79" "cathy_C_1.wav" 4.8 5.6 1 0.984648505850125 4.8234375 0.336931295955882 10233.861593063 7606.11114649061 57.315311732466 8887.61499148211 0 3112.79386712095 18063.2197614991 14950.4258943782 10233.861593063 15.621224335494 545.298215708425 0.610484825966072 0.964983221527585 1.25205837260803
"80" "cathy_C_2.wav" 0 0.8 1 0.984048034976718 21.1025390625 1.10579331341912 7452.51087845475 6848.97648253617 51.5675364898636 5097.78899030557 150.00850388344 1158.81569249957 13869.5362548897 12710.7205623902 7452.51087845475 9.36835975397902 163.979823444243 0.551907495056695 0.948056237517232 1.25
"81" "cathy_C_2.wav" 0.8 1.6 1 0.983610230292384 4.47890625 0.208998736213235 7541.67221674169 5904.159836051 44.4537922657321 7025.39826520778 150.00850388344 2758.9064005896 9915.56210669539 7156.65570610579 7541.67221674169 13.8227582868159 490.509996059709 0.558191670022884 0.952436376825229 1.25
"82" "cathy_C_2.wav" 1.6 2.4 1 0.856600066559705 8.096484375 1.06019358915441 7143.54406585662 4823.99726609192 36.3209971125615 5902.83462781337 150.00850388344 3836.46748681898 9879.31005159023 6042.84256477125 7143.54406585662 2.60688281179537 16.2216471270593 0.503016043277864 0.945675038608189 1.25
"83" "cathy_C_2.wav" 2.4 3.2 1 0.935896398709941 7.8380859375 0.491463694852941 7209.58286345444 6939.4117247889 52.2484444571678 4791.52162821022 150.00850388344 1565.08872385056 12176.9403027382 10611.8515788877 7209.58286345444 10.9363425024286 264.773637925649 0.49923692352318 0.942823169921302 1.25
"84" "cathy_C_2.wav" 3.2 4 1 0.957574884663054 4.3927734375 0.210265395220588 8044.64827592917 7588.22201690988 57.1334880106475 4802.77226600147 150.00850388344 1161.31583423097 15924.6527580929 14763.3369238619 8044.64827592917 15.8852443304429 493.107625349163 0.503543129977919 0.943940686209129 1.25
"85" "cathy_C_2.wav" 4 4.8 1 0.972334360656149 4.7373046875 0.322998046875 6585.8390994739 6724.83378221636 50.6328372329724 3922.72237655196 150.00850388344 1441.33170814672 9551.79148477805 8110.45977663133 6585.8390994739 11.7248157070561 286.389499166458 0.437834819472397 0.936331063367849 1.25
"86" "cathy_C_2.wav" 4.8 5.6 1 0.985965658810295 5.7708984375 0.243198529411765 7762.20698740628 7284.58166753885 54.8473092165005 4919.02885651114 150.00850388344 1383.82844832473 14704.5835931742 13320.7551448495 7762.20698740628 16.3283257290753 568.468991477571 0.537409660798837 0.948464941778285 1.25
"87" "cathy_C_2.wav" 5.6 6.4 0 0.982978412138799 1.8087890625 0.195065487132353 7820.19995962221 7050.12385135664 53.0820218013461 5694.07279324225 150.00850388344 1668.84460570327 13910.7885934577 12241.9439877544 7820.19995962221 13.2309219176084 376.592133104387 0.562592910892008 0.952243666202002 1.25
"88" "cathy_C_3.wav" 0 0.8 1 0.975150121809478 20.7580078125 1.88225528492647 6504.38220531925 6938.47741694896 52.2414098361917 3890.22053404388 150.00850388344 805.045637507795 10278.082657747 9473.03702023924 6504.38220531925 29.0947908354224 1515.91457032506 0.448521805955881 0.925044900471244 1.25
"89" "cathy_C_3.wav" 0.8 1.6 1 0.985571696109098 0.6890625 0.167198988970588 6792.56498520344 6780.40499019024 51.051245779459 4341.4961165599 150.00850388344 1665.09439310618 10135.5745790578 8470.48018595158 6792.56498520344 11.9984799366953 359.886797613766 0.48731327873495 0.938898786782841 1.25
"90" "cathy_C_3.wav" 1.6 2.4 1 0.912676608383899 5.0818359375 0.450930606617647 2274.30334229546 3599.59430647157 27.1021825262484 576.282669085549 112.50637791258 246.263960541981 3048.92284143092 2802.65888088894 2274.30334229546 8.91612369232058 102.408149023053 0.246344447340148 0.819061280309613 1.25
