"filename" "start" "end" "event" "th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh"
"1" "cathy_A_1.wav" 2.7437 2.7637 "0" 0.978440096110155 0 0 9345.57641375473 7799.30504768786 371.395478461327 7216.36363636364 200.454545454545 1553.52272727273 17640 16086.4772727273 9345.57641375473 6.35671129739626 54.6608842643776 0.673065619862563 0.92577554618294
"2" "cathy_A_1.wav" 7.0426 7.0626 "0" 0.970239405823276 0.172265625 0.172265625 7517.08784624912 6850.64197156664 326.221046265078 5412.27272727273 150.340909090909 2004.54545454545 11325.6818181818 9321.13636363636 7517.08784624912 5.25757316956836 45.2050476221044 0.61415207811422 0.917874178257973
"3" "cathy_A_1.wav" 7.2647 7.2847 "0" 0.973532295595369 0.172265625 0.172265625 9733.93595414065 8243.48548543001 392.54692787762 8068.29545454545 100.227272727273 801.818181818182 18491.9318181818 17690.1136363636 9733.93595414065 6.208695677764 52.3362512167467 0.588834071605457 0.904132602076155
"4" "cathy_A_1.wav" 0.955 0.975 "0" 0.977359541099948 0 0 8741.30255864642 6596.90262965906 314.138220459955 7358.36173169979 200.22753011428 3203.64048182848 13915.8133429425 10712.172861114 8741.30255864642 4.32715070614334 29.5405069498593 0.75568842189542 0.952101037846355
"5" "cathy_A_1.wav" 4.5294 4.5494 "0" 0.982659240236365 0.172265625 0.172265625 10022.1503254569 7945.08119709776 378.337199861798 9170.79545454546 150.340909090909 2004.54545454545 18341.5909090909 16337.0454545455 10022.1503254569 7.06503453370491 68.838214722489 0.684016654350819 0.927339471363035
"6" "cathy_A_1.wav" 8.6215 8.6415 "0" 0.977990320419261 6.373828125 6.373828125 8901.18342164195 7333.14946615741 349.197593626543 6314.31818181818 0 2706.13636363636 16637.7272727273 13931.5909090909 8901.18342164195 3.82390540123996 23.4431109255084 0.651755832866446 0.931258443963761
"7" "cathy_A_1.wav" 5.288 5.308 "0" 0.980375120828337 0.2583984375 0.2583984375 9869.2981218079 8037.4059277271 382.733615606052 8018.18181818182 250.568181818182 1753.97727272727 18291.4772727273 16537.5 9869.2981218079 6.79334875137968 66.1348405189901 0.650961640062825 0.923253021111121
"8" "cathy_A_1.wav" 8.6669 8.6869 "0" 0.980765263938335 0.172265625 0.172265625 9476.79759529434 7901.12277555066 376.243941692889 6665.11363636364 150.340909090909 2004.54545454545 18141.1363636364 16136.5909090909 9476.79759529434 6.32910132386104 58.8917956541468 0.646757020932203 0.926516488893645
"9" "cathy_A_1.wav" 7.1442 7.1642 "0" 0.977433223449806 0.0861328125 0.0861328125 9692.42131829249 8107.04203071319 386.049620510152 7867.84090909091 150.340909090909 1403.18181818182 18341.5909090909 16938.4090909091 9692.42131829249 4.89083948889009 34.3969738647391 0.630184547155828 0.920695637435657
"10" "cathy_A_1.wav" 7.0395 7.0595 "0" 0.970249220755829 5.2541015625 5.2541015625 7117.78382355877 6333.01596758967 301.572188932841 5362.15909090909 150.340909090909 2104.77272727273 8920.22727272727 6815.45454545455 7117.78382355877 3.83280439184176 24.7679935513394 0.581984142469179 0.914322464391695
"11" "cathy_A_1.wav" 9.083797 9.103797 "0" 0.974901427141205 3.78984375 3.78984375 5053.37454448163 3740.31564958118 178.110269027675 5011.36363636364 3858.75 3157.15909090909 6163.97727272727 3006.81818181818 5053.37454448163 2.38947089965021 8.66563480122441 0.314815365665986 0.849704929509322
"12" "cathy_A_1.wav" 9.223097 9.243097 "0" 0.974910997804969 0.172265625 0.172265625 7946.85471883211 7520.37689206838 358.11318533659 5061.47727272727 150.340909090909 1252.84090909091 15936.1363636364 14683.2954545455 7946.85471883211 6.21395511135634 57.9581639969093 0.594028538098772 0.912979620307501
"13" "cathy_A_1.wav" 9.148297 9.168297 "0" 0.962413451774283 0.172265625 0.172265625 5460.80487432118 4786.54807008968 227.930860480461 4911.13636363636 150.340909090909 1703.86363636364 6815.45454545455 5111.59090909091 5460.80487432118 4.60670622259739 35.2331306321756 0.445231296781826 0.874111042678854
"14" "cathy_A_1.wav" 9.557197 9.577197 "0" 0.979808037960891 0.0861328125 0.0861328125 7757.92813836965 7060.92504193966 336.23452580665 5712.95454545455 150.340909090909 1804.09090909091 13280.1136363636 11476.0227272727 7757.92813836965 3.80092030004985 24.2321926066083 0.60658250058366 0.921303704220933
"15" "cathy_A_1.wav" 9.294397 9.314397 "0" 0.980781939276759 0.172265625 0.172265625 8360.98121736491 7452.75621073722 354.893152892248 5913.40909090909 50.1136363636364 1403.18181818182 16086.4772727273 14683.2954545455 8360.98121736491 5.45243211301203 43.4723234243979 0.652902496272914 0.927173738394039
"16" "cathy_A_1.wav" 8.954497 8.974497 "0" 0.982156100585446 6.1154296875 6.1154296875 5807.97288562886 3202.4314636109 152.496736362424 5863.29545454545 6113.86363636364 3908.86363636364 6915.68181818182 3006.81818181818 5807.97288562886 4.18379975259498 26.467194933886 0.258106883592025 0.836530377900575
"17" "cathy_A_1.wav" 9.027097 9.047097 "0" 0.980790176341009 5.684765625 5.684765625 5512.52550420487 3496.99034931454 166.523349967359 5712.95454545455 6163.97727272727 3758.52272727273 6464.65909090909 2706.13636363636 5512.52550420487 4.01820707052699 22.53621617556 0.292984423002752 0.833658815612767
"18" "cathy_A_1.wav" 8.955497 8.975497 "0" 0.981140995067613 6.1154296875 6.1154296875 5785.90349501703 3194.44288536619 152.11632787458 5863.29545454545 6113.86363636364 3858.75 6915.68181818182 3056.93181818182 5785.90349501703 4.15981062322462 26.4779346913284 0.254591800056528 0.83749939259184
"19" "cathy_A_1.wav" 9.030997 9.050997 "0" 0.980285720937134 6.2015625 6.2015625 5393.29782297053 3460.57649300563 164.789356809792 5562.61363636364 6113.86363636364 3708.40909090909 6414.54545454545 2706.13636363636 5393.29782297053 3.70366789500519 19.9503221670687 0.286223364003572 0.837192948204781
"20" "cathy_A_1.wav" 9.442297 9.462297 "0" 0.978449408625098 0 0 7842.70244520307 7254.5596127427 345.455219654414 5261.93181818182 100.227272727273 1603.63636363636 14482.8409090909 12879.2045454545 7842.70244520307 3.51323990184839 18.501901105455 0.578103899697916 0.910221011893698
"21" "cathy_A_1.wav" 12.089697 12.109697 "0" 0.982456970678021 0 0 9846.27935307914 7953.19660718691 378.723647961281 7717.5 0 1854.20454545455 18241.3636363636 16387.1590909091 9846.27935307914 6.1089959356325 59.4866142417923 0.659931670085228 0.930749207551033
"22" "cathy_A_1.wav" 11.974897 11.994897 "0" 0.98257920363244 0.0861328125 0.0861328125 9380.64873358848 8058.65014466177 383.745244983894 6715.22727272727 150.340909090909 1002.27272727273 18091.0227272727 17088.75 9380.64873358848 5.96218962038467 51.9708394718812 0.625742973086926 0.917194726951078
