"filename" "start" "end" "event" "method" "th" "maxdfreq" "meandfreq" "smean" "ssd" "ssem" "smedian" "smode" "sQ25" "sQ75" "sIQR" "scent" "sskewness" "skurtosis" "ssfm" "ssh"
"1" "cathy_A_1.wav" 0 0.1 0 "1" 0.972108640757583 20.499609375 7.4612548828125 9496.33571694843 7400.46842513006 157.59952822792 7663.47549909256 150.068058076225 2761.25226860254 17187.7949183303 14426.5426497278 9496.33571694843 7.54704389436617 97.5411177736692 0.725491211036393 0.956230181997664
"2" "cathy_A_1.wav" 0.1 0.2 0 "1" 0.983253811724084 0.172265625 0.1399658203125 9381.16385050509 6793.39365145959 144.671333357897 8033.64337568058 150.068058076225 3741.69691470054 14926.7695099819 11185.0725952813 9381.16385050509 7.85773845407223 115.199589790954 0.758006882755634 0.9623304700744
"3" "cathy_A_1.wav" 0.2 0.3 0 "1" 0.983061074296023 0.172265625 0.1184326171875 8578.22588872973 6279.57313139361 133.729070395022 7123.23049001815 100.045372050817 3841.74228675136 12735.775862069 8894.0335753176 8578.22588872973 4.85348613804541 47.6068458350774 0.723027032733953 0.958701319866308
"4" "cathy_A_1.wav" 0.3 0.4 0 "1" 0.979826154961037 0.172265625 0.1399658203125 9198.90073506848 6460.19691691719 137.575613850109 7713.49818511797 0 4191.90108892922 14236.4564428312 10044.555353902 9198.90073506848 6.75925895966109 85.2798555003355 0.720122107977126 0.956140936075839
"5" "cathy_A_1.wav" 0.4 0.5 0 "1" 0.98148227175336 7.407421875 2.2286865234375 8591.61667709235 6134.64700439613 130.642740188526 7153.24410163339 150.068058076225 4291.94646098004 12395.6215970962 8103.67513611615 8591.61667709235 4.79245800585871 48.9718178122626 0.710133713157189 0.956302808767663
"6" "cathy_A_1.wav" 0.5 0.6 0 "1" 0.982709266075625 0.2583984375 0.1399658203125 8888.44458876379 7046.02353436259 150.051310418077 6572.98094373866 150.068058076225 3271.48366606171 15396.9827586207 12125.499092559 8888.44458876379 5.49977725595112 61.8291706101654 0.70633393935335 0.955317132818552
"7" "cathy_A_1.wav" 0.6 0.7 0 "1" 0.983096440183019 0.172265625 0.0753662109375 9171.01378572812 7070.63118479416 150.575352124092 7263.29401088929 150.068058076225 2981.35208711434 15597.0735027223 12615.721415608 9171.01378572812 8.1376957764152 121.163356128245 0.753795736829011 0.96132512869529
"8" "cathy_A_1.wav" 0.7 0.8 0 "1" 0.982939551855892 0.34453125 0.150732421875 9139.53277474021 7247.65565317965 154.345244933527 7503.40290381125 110.049909255898 2221.00725952813 15567.0598911071 13346.0526315789 9139.53277474021 11.7933475700873 194.759273160901 0.71100203056681 0.946037623611521
"9" "cathy_A_1.wav" 0.8 0.9 0 "1" 0.984105768975015 0.4306640625 0.1184326171875 8913.98212665996 6415.3281472659 136.620093669089 7453.38021778584 100.045372050817 3911.77404718693 13526.1343012704 9614.36025408349 8913.98212665996 4.19135581993663 39.2289044884279 0.747788308193693 0.964098814065962
"10" "cathy_A_1.wav" 0.9 1 0 "1" 0.983341327945967 0.2583984375 0.150732421875 8742.34344370975 6357.98398975163 135.398899056571 7393.35299455535 150.068058076225 3631.64700544465 13386.0707803993 9754.42377495463 8742.34344370975 4.42227461115074 39.6657461024888 0.742959277385364 0.963384026411486
"11" "cathy_A_1.wav" 1 1.1 0 "1" 0.982621943399087 0.172265625 0.12919921875 9374.22635228538 6455.4440135181 137.474396563529 8193.71597096189 150.068058076225 4131.87386569873 14306.4882032668 10174.6143375681 9374.22635228538 5.05369368099121 63.2728772639724 0.77269083154412 0.968545360934757
"12" "cathy_A_1.wav" 1.1 1.2 0 "1" 0.846598597792076 0.4306640625 0.1830322265625 4571.28090173927 5955.59523048921 126.829674112832 680.308529945554 240.10889292196 300.13611615245 7743.51179673321 7443.37568058076 4571.28090173927 7.4761308549463 63.0879687128135 0.423181208305247 0.829588356793552
